Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
73,3.0,0.0,0.0,1362.0,13.0,86.0,4707.0,0.1,52.605,0.0,0.0,902.076708316803,,,,,,,,,,,,,,,,,,,,,22.713949603328825,15.46422625683167,50.75305569244293,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,1397.0,14.0,35.0,4742.0,0.1,15.906999999999993,0.0,0.0,905.5218043327332,,,,,,,,,,,,,,,,,,,,,4.580626956669949,5.310105466392609,15.778218715729295,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,1488.0,15.0,91.0,4833.0,0.1,58.005,0.0,0.0,914.025618314743,,,,,,,,,,,,,,,,,,,,,23.05484578487669,17.11283309914936,56.018990996578395,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,1729.0,16.0,241.0,5074.0,0.1,122.6149999999999,0.0,0.0,935.3062136173248,,,,,,,,,,,,,,,,,,,,,49.671770298271774,34.45636262136655,110.86572394027323,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,1962.0,17.0,233.0,5307.0,0.1,156.607,0.0,0.0,955.8234338760376,,,,,,,,,,,,,,,,,,,,,70.50641949822298,44.19216860202926,140.45978336385855,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,2013.0,18.0,51.0,5358.0,0.1,17.81700000000004,0.0,0.0,960.5985064506531,,,,,,,,,,,,,,,,,,,,,3.9730678687235956,5.536697763761276,17.64965519943878,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,2103.0,19.0,90.0,5448.0,0.1,54.406,0.0,0.0,968.774656534195,,,,,,,,,,,,,,,,,,,,,21.007258015772685,16.315025951049062,52.62053522850223,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,2223.0,20.0,120.0,5568.0,0.1,86.60499999999999,0.0,0.0,979.7370195388794,,,,,,,,,,,,,,,,,,,,,37.15435717772421,25.010902118719958,82.31101686137902,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,129.0,1.0,129.0,5697.0,0.1,76.30500000000002,0.0,0.0,1376.828612089157,,,,,,,,,,,,,,,,,,,,,31.555410560751135,20.80232449120801,72.37903773409357,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,463.0,2.0,334.0,6031.0,0.1,211.20599999999985,0.0,0.0,1406.4914445877075,,,,,,,,,,,,,,,,,,,,,85.15753637806316,53.09680983220162,183.12945863754348,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,492.0,3.0,29.0,6060.0,0.1,12.305999999999994,0.0,0.0,1409.3371601104736,,,,,,,,,,,,,,,,,,,,,3.5086217264727595,4.139744551509418,12.228695131500162,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,693.0,4.0,201.0,6261.0,0.1,114.21099999999981,0.0,0.0,1427.0743398666382,,,,,,,,,,,,,,,,,,,,,40.86492500856213,29.65363236888315,106.20946278939509,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,731.0,5.0,38.0,6299.0,0.1,19.50600000000002,0.0,0.0,1430.7488911151886,,,,,,,,,,,,,,,,,,,,,6.001486333615818,6.582919572604116,19.31655731740009,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,792.0,6.0,61.0,6360.0,0.1,35.105,0.0,0.0,1436.6347396373749,,,,,,,,,,,,,,,,,,,,,14.682528195076234,10.89549996398747,34.27788727676661,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,888.0,7.0,96.0,6456.0,0.1,55.60699999999999,0.0,0.0,1445.4166293144226,,,,,,,,,,,,,,,,,,,,,25.074893778964377,17.636671663772322,53.306369630110034,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,1111.0,8.0,223.0,6679.0,0.1,99.90599999999964,0.0,0.0,1465.02050614357,,,,,,,,,,,,,,,,,,,,,36.31134594572205,25.528444294222524,91.99246278721557,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,1311.0,9.0,200.0,6879.0,0.1,129.90499999999997,0.0,0.0,1482.6545596122742,,,,,,,,,,,,,,,,,,,,,55.74580120657055,33.103846677567454,118.9937081813405,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,1422.0,10.0,111.0,6990.0,0.1,50.20499999999999,0.0,0.0,1492.6130149364471,,,,,,,,,,,,,,,,,,,,,24.919671970451226,14.44623183369383,47.53393675084486,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,1550.0,11.0,128.0,7118.0,0.1,90.20599999999999,0.0,0.0,1504.369052886963,,,,,,,,,,,,,,,,,,,,,36.349269649531095,25.973965950403855,85.72465707435167,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,1687.0,12.0,137.0,7255.0,0.1,76.606,0.0,0.0,1516.6061730384827,,,,,,,,,,,,,,,,,,,,,31.38977015933291,20.614356860430277,72.4504298975366,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,2245.0,13.0,558.0,7813.0,0.1,363.50600000000014,0.0,0.0,1565.1887102127075,,,,,,,,,,,,,,,,,,,,,146.44889913457772,80.5601425014263,282.35193580257504,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,2277.0,14.0,32.0,7845.0,0.1,17.105000000000015,0.0,0.0,1568.3306345939636,,,,,,,,,,,,,,,,,,,,,5.646324203543878,5.815754756159135,16.958217101472446,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,2412.0,15.0,135.0,7980.0,0.1,86.00499999999997,0.0,0.0,1580.5986902713776,,,,,,,,,,,,,,,,,,,,,34.25424617488536,23.53864581866393,81.54368258788365,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,2450.0,16.0,38.0,8018.0,0.1,18.40600000000002,0.0,0.0,1584.2868039608002,,,,,,,,,,,,,,,,,,,,,5.614095811172462,6.0765412149727345,18.229104338748613,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,2557.0,17.0,107.0,8125.0,0.1,56.20500000000002,0.0,0.0,1593.9124393463135,,,,,,,,,,,,,,,,,,,,,22.949786042824453,16.161714953171092,53.85703310258987,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,2906.0,18.0,349.0,8474.0,0.1,214.01699999999977,0.0,0.0,1624.4470043182373,,,,,,,,,,,,,,,,,,,,,84.88039123322305,54.042843859384895,184.76308486625277,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,2979.0,19.0,73.0,8547.0,0.1,37.306,0.0,0.0,1631.4266729354858,,,,,,,,,,,,,,,,,,,,,15.071759334716514,11.453894237579556,36.27828185399183,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,3062.0,20.0,83.0,8630.0,0.1,47.51199999999999,0.0,0.0,1638.9799988269806,,,,,,,,,,,,,,,,,,,,,16.79153520144728,15.760799496402068,46.21067772304826,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,39.0,1.0,39.0,8669.0,0.1,18.008000000000024,0.0,0.0,2015.1253125667572,,,,,,,,,,,,,,,,,,,,,5.125500878080618,5.9862463561791275,17.843775172324335,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,194.0,2.0,155.0,8824.0,0.1,95.006,0.0,0.0,2028.913573026657,,,,,,,,,,,,,,,,,,,,,41.07324495640265,25.677145723955952,88.81719259976451,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,304.0,3.0,110.0,8934.0,0.1,78.10599999999997,0.0,0.0,2038.7686398029327,,,,,,,,,,,,,,,,,,,,,31.38514869894444,23.549734830129463,74.8031651702915,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,538.0,4.0,234.0,9168.0,0.1,134.80799999999985,0.0,0.0,2059.431220293045,,,,,,,,,,,,,,,,,,,,,53.78140692209621,36.66931531856525,122.4679642407468,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,637.0,5.0,99.0,9267.0,0.1,68.60499999999999,0.0,0.0,2068.3632307052612,,,,,,,,,,,,,,,,,,,,,26.993774560466775,20.225256823691456,66.0646796130603,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,856.0,6.0,219.0,9486.0,0.1,127.60599999999985,0.0,0.0,2087.9531984329224,,,,,,,,,,,,,,,,,,,,,53.083543027545346,34.15698310792622,116.21301389173729,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,929.0,7.0,73.0,9559.0,0.1,38.30700000000001,0.0,0.0,2094.693270921707,,,,,,,,,,,,,,,,,,,,,12.666963098656385,12.131794823654076,37.457188613837126,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,1076.0,8.0,147.0,9706.0,0.1,98.107,0.0,0.0,2107.6620151996613,,,,,,,,,,,,,,,,,,,,,39.96785866994752,28.046041812230445,92.41646528963167,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1198.0,9.0,122.0,9828.0,0.1,70.60600000000002,0.0,0.0,2118.4471418857574,,,,,,,,,,,,,,,,,,,,,25.94956681347006,19.791420929546742,67.57523574501094,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,1282.0,10.0,84.0,9912.0,0.1,46.10700000000002,0.0,0.0,2126.4276077747345,,,,,,,,,,,,,,,,,,,,,16.280983242576582,13.083867521015318,44.82901059981257,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,1462.0,11.0,180.0,10092.0,0.1,108.60599999999985,0.0,0.0,2142.1450502872467,,,,,,,,,,,,,,,,,,,,,43.31727969053232,29.725080862668346,101.01081026542481,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,1683.0,12.0,221.0,10313.0,0.1,111.80799999999991,0.0,0.0,2161.302011489868,,,,,,,,,,,,,,,,,,,,,48.96628040252867,29.357028131381124,101.18872829891086,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,1764.0,13.0,81.0,10394.0,0.1,42.00700000000001,0.0,0.0,2168.6072454452515,,,,,,,,,,,,,,,,,,,,,17.157787748553556,11.853212173810551,40.69857564508171,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,1795.0,14.0,31.0,10425.0,0.1,13.705999999999994,0.0,0.0,2171.649735927582,,,,,,,,,,,,,,,,,,,,,4.091669672545102,4.556381932886561,13.606357348490738,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,2039.0,15.0,244.0,10669.0,0.1,164.80499999999984,0.0,0.0,2193.198884010315,,,,,,,,,,,,,,,,,,,,,70.18547836623779,40.33932876287905,147.97554639588344,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,2290.0,16.0,251.0,10920.0,0.1,120.10599999999972,0.0,0.0,2214.94571685791,,,,,,,,,,,,,,,,,,,,,54.23162141691741,30.879047592597946,106.70717065850009,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,2382.0,17.0,92.0,11012.0,0.1,72.60499999999999,0.0,0.0,2223.1949570178986,,,,,,,,,,,,,,,,,,,,,29.9703581065559,22.46742700197499,69.98763233122699,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,2506.0,18.0,124.0,11136.0,0.1,89.106,0.0,0.0,2234.143212556839,,,,,,,,,,,,,,,,,,,,,37.19689626210353,25.66001354506937,84.66282585237806,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,2660.0,19.0,154.0,11290.0,0.1,88.60699999999993,0.0,0.0,2247.8935821056366,,,,,,,,,,,,,,,,,,,,,33.24008289462965,24.13441119103915,83.65525408714723,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,2715.0,20.0,55.0,11345.0,0.1,33.907999999999994,0.0,0.0,2252.9731283187866,,,,,,,,,,,,,,,,,,,,,11.518848253080083,11.345099557076873,33.34111222942722,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,36.0,1.0,36.0,11381.0,0.1,14.607999999999992,0.0,0.0,2643.317553758621,,,,,,,,,,,,,,,,,,,,,3.8673629635587634,4.784238624981619,14.497755947450841,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,151.0,2.0,115.0,11496.0,0.1,39.405000000000086,0.0,0.0,2653.55580329895,,,,,,,,,,,,,,,,,,,,,13.826114115713338,8.997251738109417,37.89074046688631,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,251.0,3.0,100.0,11596.0,0.1,79.00599999999997,0.0,0.0,2662.531145334244,,,,,,,,,,,,,,,,,,,,,31.761544511499505,25.0738921487556,75.98173303318342,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,367.0,4.0,116.0,11712.0,0.1,64.40400000000004,0.0,0.0,2672.803181409836,,,,,,,,,,,,,,,,,,,,,23.340622758808355,17.83195077941486,61.8200660720563,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,428.0,5.0,61.0,11773.0,0.1,42.105999999999995,0.0,0.0,2678.4631521701813,,,,,,,,,,,,,,,,,,,,,16.33957028234835,13.456703308102803,41.191628277703884,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,597.0,6.0,169.0,11942.0,0.1,101.00699999999993,0.0,0.0,2693.5217974185944,,,,,,,,,,,,,,,,,,,,,40.254065959812465,28.70000536377358,94.39275396797366,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,653.0,7.0,56.0,11998.0,0.1,34.306999999999995,0.0,0.0,2698.7764101028442,,,,,,,,,,,,,,,,,,,,,12.289318124355804,11.16218290440233,33.686136772444186,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,796.0,8.0,143.0,12141.0,0.1,97.10599999999997,0.0,0.0,2711.3278822898865,,,,,,,,,,,,,,,,,,,,,39.47836156112204,28.08486291471675,91.64379023343619,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,957.0,9.0,161.0,12302.0,0.1,128.50699999999998,0.0,0.0,2725.448879957199,,,,,,,,,,,,,,,,,,,,,55.235379607543905,37.21249588781211,119.85369141231872,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,1032.0,10.0,75.0,12377.0,0.1,48.306,0.0,0.0,2732.610793352127,,,,,,,,,,,,,,,,,,,,,19.603564499324957,15.789501483348408,46.92954482265111,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,1114.0,11.0,82.0,12459.0,0.1,45.20600000000002,0.0,0.0,2740.029885530472,,,,,,,,,,,,,,,,,,,,,16.587925666660517,12.762571788277809,43.93361338849744,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,1186.0,12.0,72.0,12531.0,0.1,45.105,0.0,0.0,2746.648925304413,,,,,,,,,,,,,,,,,,,,,19.96260065172912,13.65307342172607,43.75515931654926,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,1244.0,13.0,58.0,12589.0,0.1,38.605,0.0,0.0,2752.0134110450745,,,,,,,,,,,,,,,,,,,,,15.00751593522423,12.170911417399783,37.81014655872789,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,1270.0,14.0,26.0,12615.0,0.1,12.504999999999995,0.0,0.0,2754.634581565857,,,,,,,,,,,,,,,,,,,,,3.9850757059170165,4.296993664475057,12.426228061541181,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,1480.0,15.0,210.0,12825.0,0.1,152.80599999999998,0.0,0.0,2773.2394614219666,,,,,,,,,,,,,,,,,,,,,72.06658645546348,42.303274574679016,137.94777444546932,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,1603.0,16.0,123.0,12948.0,0.1,64.60500000000002,0.0,0.0,2784.1652204990387,,,,,,,,,,,,,,,,,,,,,25.23802315846711,18.851937391433218,61.623909346291775,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,1733.0,17.0,130.0,13078.0,0.1,80.30599999999984,0.0,0.0,2795.6459407806396,,,,,,,,,,,,,,,,,,,,,28.576879429033934,23.537492070837935,76.74441776533854,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,1834.0,18.0,101.0,13179.0,0.1,54.705000000000034,0.0,0.0,2804.6261093616486,,,,,,,,,,,,,,,,,,,,,20.362587671805237,14.7450695162731,52.753833558430976,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,2121.0,19.0,287.0,13466.0,0.1,194.2049999999999,0.0,0.0,2829.499185323715,,,,,,,,,,,,,,,,,,,,,83.31355175359724,48.59106407590871,170.63511023207158,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,2183.0,20.0,62.0,13528.0,0.1,37.205,0.0,0.0,2835.4394686222076,,,,,,,,,,,,,,,,,,,,,14.786499908282117,11.493467929468617,36.3609224897435,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,294.0,1.0,294.0,13822.0,0.1,196.2069999999999,0.0,0.0,3199.6307275295258,,,,,,,,,,,,,,,,,,,,,84.25919412388318,51.48050893837527,171.77818151242178,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,350.0,2.0,56.0,13878.0,0.1,35.205999999999996,0.0,0.0,3204.774956703186,,,,,,,,,,,,,,,,,,,,,12.48385804174843,11.488581086248892,34.57602141647362,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,570.0,3.0,220.0,14098.0,0.1,170.20599999999996,0.0,0.0,3223.968313217163,,,,,,,,,,,,,,,,,,,,,77.12294676931513,44.56418337972271,153.54588994475031,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,884.0,4.0,314.0,14412.0,0.1,202.80499999999998,0.0,0.0,3251.1639442443848,,,,,,,,,,,,,,,,,,,,,90.19438436091846,49.996798271057614,174.83345538799225,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,1030.0,5.0,146.0,14558.0,0.1,113.60799999999998,0.0,0.0,3264.0896651744843,,,,,,,,,,,,,,,,,,,,,47.05378822154113,34.4315134842821,106.95194385542202,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,0.0,1156.0,6.0,126.0,14684.0,0.1,91.50599999999997,0.0,0.0,3275.465646982193,,,,,,,,,,,,,,,,,,,,,38.10443682463149,26.718008521805928,86.87851110379295,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,0.0,1261.0,7.0,105.0,14789.0,0.1,68.00599999999997,0.0,0.0,3284.85010266304,,,,,,,,,,,,,,,,,,,,,27.4967641776101,20.783486526689494,65.24927305819429,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,0.0,1315.0,8.0,54.0,14843.0,0.1,35.806,0.0,0.0,3289.923946619034,,,,,,,,,,,,,,,,,,,,,12.965712348842672,11.952113938953437,35.176168694382554,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,0.0,1355.0,9.0,40.0,14883.0,0.1,22.40600000000002,0.0,0.0,3293.729224920273,,,,,,,,,,,,,,,,,,,,,7.2843893329735225,7.612054402924302,22.158920107976908,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,0.0,1437.0,10.0,82.0,14965.0,0.1,47.006,0.0,0.0,3301.3500447273254,,,,,,,,,,,,,,,,,,,,,16.48295980816551,14.196108976562384,45.74584323635993,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,0.0,1507.0,11.0,70.0,15035.0,0.1,38.105000000000004,0.0,0.0,3307.698794364929,,,,,,,,,,,,,,,,,,,,,14.233935292176312,11.779232638208152,37.18295325310059,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,0.0,1577.0,12.0,70.0,15105.0,0.1,50.105999999999995,0.0,0.0,3314.105541944504,,,,,,,,,,,,,,,,,,,,,19.759954477845323,15.805239970371673,48.8203951564686,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,0.0,1814.0,13.0,237.0,15342.0,0.1,171.80499999999998,0.0,0.0,3334.751135110855,,,,,,,,,,,,,,,,,,,,,73.73908947772946,44.0734731982949,154.63795706996103,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,0.0,1944.0,14.0,130.0,15472.0,0.1,58.92099999999999,0.0,0.0,3346.2788672447205,,,,,,,,,,,,,,,,,,,,,20.91761415813357,17.07573496622159,56.31428240998019,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,0.0,2027.0,15.0,83.0,15555.0,0.1,54.507,0.0,0.0,3353.963151693344,,,,,,,,,,,,,,,,,,,,,20.312191204220618,17.09980164641924,52.926888981122964,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,0.0,2065.0,16.0,38.0,15593.0,0.1,13.60999999999999,0.0,0.0,3357.6277697086334,,,,,,,,,,,,,,,,,,,,,3.364711096501629,4.325053837953641,13.509145760708599,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,0.0,2144.0,17.0,79.0,15672.0,0.1,58.006,0.0,0.0,3364.7976162433624,,,,,,,,,,,,,,,,,,,,,22.655136037301208,18.586265047371228,56.328845615438475,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.0,0.0,0.0,2222.0,18.0,78.0,15750.0,0.1,48.40500000000001,0.0,0.0,3371.8792090415955,,,,,,,,,,,,,,,,,,,,,18.802875853442675,14.012356943204125,47.03239343791389,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,0.0,2787.0,19.0,565.0,16315.0,0.1,419.3070000000006,0.0,0.0,3420.631948709488,,,,,,,,,,,,,,,,,,,,,169.97223585678677,94.39757170522971,323.9202032271667,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7.0,0.0,0.0,2835.0,20.0,48.0,16363.0,0.1,23.206000000000017,0.0,0.0,3425.219837665558,,,,,,,,,,,,,,,,,,,,,7.841039973177758,7.209792496856927,22.87535792177309,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
